age,gender,department,job_title,years_at_company,satisfaction_level,attrition,age_minus_tenure,maturity_satisfaction_interaction,loyalty_satisfaction_score
44,Male,Sales,Manager,8.0,0.41,1,36.0,18.04,3.28
36,Female,HR,HR Specialist,1.0,0.31,0,35.0,11.16,0.31
39,Male,Marketing,Accountant,7.0,0.17,1,32.0,6.630000000000001,1.1900000000000002
30,Male,Finance,Analyst,4.0,0.49,0,26.0,14.7,1.96
41,Female,Sales,Engineer,1.0,0.01,0,40.0,0.41000000000000003,0.01
29,Male,Marketing,Analyst,8.0,0.25,0,21.0,7.25,2.0
39,Female,Sales,Manager,9.0,0.73,1,30.0,28.47,6.57
56,Male,Sales,Manager,3.0,0.71,1,53.0,39.76,2.13
27,Female,Sales,Manager,4.0,0.45,1,23.0,12.15,1.8
27,Male,HR,Engineer,2.0,0.03,0,25.0,0.8099999999999999,0.06
39,Male,Finance,Accountant,4.0,0.8,0,35.0,31.200000000000003,3.2
56,Female,Sales,Accountant,1.0,0.76,0,55.0,42.56,0.76
32,Male,Sales,Accountant,2.0,0.36,0,30.0,11.52,0.72
30,Male,Engineering,Manager,2.0,0.76,0,28.0,22.8,1.52
29,Female,Finance,Analyst,3.0,0.93,0,26.0,26.970000000000002,2.79
40,Female,HR,Analyst,7.0,0.94,0,33.0,37.599999999999994,6.58
41,Male,Finance,HR Specialist,6.0,0.75,0,35.0,30.75,4.5
29,Male,HR,Analyst,5.0,0.68,0,24.0,19.720000000000002,3.4000000000000004
48,Female,Sales,Manager,7.0,0.55,1,41.0,26.400000000000002,3.8500000000000005
51,Male,Finance,HR Specialist,8.0,0.09,1,43.0,4.59,0.72
49,Female,HR,HR Specialist,5.0,0.16,0,44.0,7.84,0.8
45,Female,Finance,HR Specialist,2.0,0.35,0,43.0,15.749999999999998,0.7
32,Female,Marketing,Analyst,4.0,0.59,0,28.0,18.88,2.36
58,Female,Finance,Accountant,10.0,0.55,0,48.0,31.900000000000002,5.5
39,Male,Engineering,Engineer,10.0,0.74,1,29.0,28.86,7.4
59,Female,Engineering,Accountant,9.0,0.33,1,50.0,19.470000000000002,2.97
50,Female,HR,Analyst,7.0,0.34,0,43.0,17.0,2.3800000000000003
58,Female,Engineering,Accountant,3.0,0.66,0,55.0,38.28,1.98
59,Male,HR,Analyst,5.0,0.14,0,54.0,8.260000000000002,0.7000000000000001
39,Female,Sales,Manager,5.0,0.53,0,34.0,20.67,2.6500000000000004
27,Male,HR,HR Specialist,5.0,0.42,0,22.0,11.34,2.1
33,Female,Finance,Engineer,8.0,0.35,1,25.0,11.549999999999999,2.8
50,Male,Finance,Accountant,8.0,0.52,0,42.0,26.0,4.16
34,Male,Marketing,Accountant,5.0,0.28,1,29.0,9.520000000000001,1.4000000000000001
54,Female,Sales,Accountant,5.0,0.32,1,49.0,17.28,1.6
41,Female,Engineering,HR Specialist,6.0,0.0,1,35.0,0.0,0.0
49,Male,Engineering,Engineer,9.0,0.35,0,40.0,17.15,3.15
35,Female,Sales,Accountant,7.0,0.0,0,28.0,0.0,0.0
55,Male,Finance,Manager,9.0,0.25,0,46.0,13.75,2.25
36,Female,HR,Engineer,8.0,0.46,0,28.0,16.560000000000002,3.68
49,Male,Marketing,Manager,8.0,0.35,1,41.0,17.15,2.8
50,Male,Finance,Accountant,4.0,0.53,1,46.0,26.5,2.12
37,Female,Finance,Manager,3.0,0.79,0,34.0,29.23,2.37
54,Female,HR,Accountant,9.0,0.93,1,45.0,50.220000000000006,8.370000000000001
27,Female,Sales,HR Specialist,8.0,0.33,1,19.0,8.91,2.64
55,Female,HR,Engineer,4.0,0.74,1,51.0,40.7,2.96
45,Female,Finance,HR Specialist,4.0,0.67,0,41.0,30.150000000000002,2.68
59,Female,Finance,Analyst,8.0,0.3,0,51.0,17.7,2.4
53,Male,Finance,HR Specialist,9.0,0.62,1,44.0,32.86,5.58
37,Female,HR,Analyst,8.0,0.14,1,29.0,5.180000000000001,1.12
54,Male,Finance,Analyst,6.0,0.88,0,48.0,47.52,5.28
30,Male,Finance,Manager,5.0,0.92,1,25.0,27.6,4.6000000000000005
35,Male,Marketing,HR Specialist,9.0,0.66,0,26.0,23.1,5.94
35,Female,Marketing,Engineer,7.0,0.21,0,28.0,7.35,1.47
28,Male,Finance,Analyst,3.0,0.61,1,25.0,17.08,1.83
46,Female,Marketing,Engineer,5.0,0.79,0,41.0,36.34,3.95
58,Female,Marketing,Manager,10.0,0.35,0,48.0,20.299999999999997,3.5
54,Female,Sales,Accountant,4.0,0.51,0,50.0,27.54,2.04
29,Female,Sales,Analyst,3.0,0.7,1,26.0,20.299999999999997,2.0999999999999996
55,Male,Engineering,Accountant,9.0,0.8,1,46.0,44.0,7.2
52,Female,Sales,Manager,1.0,0.44,1,51.0,22.88,0.44
55,Female,HR,HR Specialist,9.0,0.91,1,46.0,50.050000000000004,8.19
47,Female,Marketing,Engineer,1.0,0.95,0,46.0,44.65,0.95
27,Male,Engineering,Analyst,2.0,0.72,1,25.0,19.439999999999998,1.44
59,Male,Marketing,Analyst,5.0,0.1,0,54.0,5.9,0.5
45,Male,Engineering,HR Specialist,10.0,0.57,1,35.0,25.65,5.699999999999999
45,Female,Finance,Accountant,8.0,0.09,1,37.0,4.05,0.72
34,Male,Sales,Accountant,4.0,0.38,1,30.0,12.92,1.52
36,Female,Engineering,Engineer,1.0,0.79,0,35.0,28.44,0.79
51,Female,Marketing,Engineer,8.0,0.72,1,43.0,36.72,5.76
36,Female,Engineering,Accountant,9.0,0.56,1,27.0,20.160000000000004,5.040000000000001
47,Male,Marketing,Manager,2.0,0.89,1,45.0,41.83,1.78
46,Female,HR,Analyst,8.0,0.96,1,38.0,44.16,7.68
47,Female,HR,Analyst,5.0,0.93,0,42.0,43.71,4.65
47,Male,Marketing,HR Specialist,2.0,0.99,0,45.0,46.53,1.98
39,Female,HR,HR Specialist,3.0,0.38,0,36.0,14.82,1.1400000000000001
50,Male,Engineering,Manager,1.0,0.43,1,49.0,21.5,0.43
52,Male,Engineering,Analyst,3.0,0.65,0,49.0,33.800000000000004,1.9500000000000002
37,Female,HR,HR Specialist,2.0,0.3,1,35.0,11.1,0.6
59,Male,Sales,HR Specialist,1.0,0.94,1,58.0,55.459999999999994,0.94
41,Female,Sales,Sales Executive,6.0,1.0,1,35.0,41.0,6.0
49,Male,Research & Development,Research Scientist,10.0,0.5,0,39.0,24.5,5.0
37,Male,Research & Development,Laboratory Technician,0.0,0.75,1,37.0,27.75,0.0
33,Female,Research & Development,Research Scientist,8.0,0.75,0,25.0,24.75,6.0
27,Male,Research & Development,Laboratory Technician,2.0,0.5,0,25.0,13.5,1.0
32,Male,Research & Development,Laboratory Technician,7.0,1.0,0,25.0,32.0,7.0
59,Female,Research & Development,Laboratory Technician,1.0,0.25,0,58.0,14.75,0.25
30,Male,Research & Development,Laboratory Technician,1.0,0.75,0,29.0,22.5,0.75
38,Male,Research & Development,Manufacturing Director,9.0,0.75,0,29.0,28.5,6.75
36,Male,Research & Development,Healthcare Representative,7.0,0.75,0,29.0,27.0,5.25
35,Male,Research & Development,Laboratory Technician,5.0,0.5,0,30.0,17.5,2.5
29,Female,Research & Development,Laboratory Technician,9.0,0.75,0,20.0,21.75,6.75
31,Male,Research & Development,Research Scientist,5.0,0.75,0,26.0,23.25,3.75
34,Male,Research & Development,Laboratory Technician,2.0,1.0,0,32.0,34.0,2.0
28,Male,Research & Development,Laboratory Technician,4.0,0.75,1,24.0,21.0,3.0
29,Female,Research & Development,Manufacturing Director,10.0,0.25,0,19.0,7.25,2.5
32,Male,Research & Development,Research Scientist,6.0,0.5,0,26.0,16.0,3.0
22,Male,Research & Development,Laboratory Technician,1.0,1.0,0,21.0,22.0,1.0
53,Female,Sales,Manager,21.5,1.0,0,31.5,53.0,21.5
38,Male,Research & Development,Research Scientist,3.0,1.0,0,35.0,38.0,3.0
24,Female,Research & Development,Manufacturing Director,4.0,0.75,0,20.0,18.0,3.0
36,Male,Sales,Sales Representative,5.0,0.25,1,31.0,9.0,1.25
34,Female,Research & Development,Research Director,12.0,0.5,0,22.0,17.0,6.0
21,Male,Research & Development,Research Scientist,0.0,1.0,0,21.0,21.0,0.0
34,Male,Research & Development,Research Scientist,4.0,0.25,1,30.0,8.5,1.0
53,Female,Research & Development,Manager,14.0,0.75,0,39.0,39.75,10.5
32,Female,Research & Development,Research Scientist,10.0,0.25,1,22.0,8.0,2.5
42,Male,Sales,Sales Executive,9.0,0.5,0,33.0,21.0,4.5
44,Female,Research & Development,Healthcare Representative,21.5,1.0,0,22.5,44.0,21.5
46,Female,Sales,Manager,2.0,0.25,0,44.0,11.5,0.5
33,Male,Research & Development,Laboratory Technician,1.0,1.0,0,32.0,33.0,1.0
44,Male,Research & Development,Healthcare Representative,4.0,1.0,0,40.0,44.0,4.0
30,Male,Research & Development,Laboratory Technician,10.0,0.75,0,20.0,22.5,7.5
39,Male,Sales,Sales Representative,1.0,1.0,1,38.0,39.0,1.0
24,Male,Research & Development,Research Scientist,2.0,1.0,1,22.0,24.0,2.0
43,Female,Research & Development,Research Scientist,5.0,0.75,0,38.0,32.25,3.75
50,Male,Sales,Sales Representative,3.0,0.75,1,47.0,37.5,2.25
35,Female,Sales,Sales Representative,2.0,1.0,0,33.0,35.0,2.0
36,Female,Research & Development,Research Scientist,1.0,0.25,0,35.0,9.0,0.25
33,Female,Sales,Sales Executive,5.0,0.25,0,28.0,8.25,1.25
35,Male,Research & Development,Laboratory Technician,1.0,1.0,0,34.0,35.0,1.0
27,Female,Research & Development,Laboratory Technician,1.0,0.25,0,26.0,6.75,0.25
26,Male,Research & Development,Laboratory Technician,1.0,0.75,1,25.0,19.5,0.75
27,Male,Sales,Sales Executive,9.0,0.75,0,18.0,20.25,6.75
30,Female,Research & Development,Laboratory Technician,12.0,1.0,0,18.0,30.0,12.0
41,Female,Research & Development,Research Director,21.5,0.75,1,19.5,30.75,16.125
34,Male,Sales,Sales Executive,9.0,0.75,0,25.0,25.5,6.75
37,Male,Research & Development,Research Scientist,1.0,0.5,0,36.0,18.5,0.5
46,Male,Sales,Sales Executive,9.0,1.0,0,37.0,46.0,9.0
48,Male,Research & Development,Laboratory Technician,1.0,0.75,1,47.0,36.0,0.75
28,Male,Research & Development,Laboratory Technician,2.0,0.75,1,26.0,21.0,1.5
44,Female,Sales,Sales Executive,4.0,0.25,0,40.0,11.0,1.0
35,Male,Research & Development,Healthcare Representative,4.0,0.25,0,31.0,8.75,1.0
26,Female,Sales,Sales Executive,2.0,1.0,0,24.0,26.0,2.0
33,Female,Research & Development,Research Director,15.0,1.0,0,18.0,33.0,15.0
35,Male,Sales,Sales Executive,9.0,0.25,0,26.0,8.75,2.25
35,Female,Research & Development,Laboratory Technician,2.0,0.25,0,33.0,8.75,0.5
31,Male,Research & Development,Laboratory Technician,7.0,1.0,0,24.0,31.0,7.0
37,Male,Research & Development,Manufacturing Director,7.0,0.75,0,30.0,27.75,5.25
32,Male,Research & Development,Manufacturing Director,9.0,1.0,0,23.0,32.0,9.0
38,Female,Research & Development,Laboratory Technician,10.0,1.0,0,28.0,38.0,10.0
50,Female,Research & Development,Research Director,21.5,0.75,0,28.5,37.5,16.125
59,Female,Sales,Sales Executive,21.0,0.25,0,38.0,14.75,5.25
36,Female,Research & Development,Healthcare Representative,17.0,0.75,0,19.0,27.0,12.75
55,Female,Research & Development,Manager,5.0,0.75,0,50.0,41.25,3.75
36,Male,Research & Development,Manufacturing Director,6.0,0.5,0,30.0,18.0,3.0
45,Male,Research & Development,Research Scientist,1.0,0.25,0,44.0,11.25,0.25
35,Male,Research & Development,Research Scientist,3.0,0.25,0,32.0,8.75,0.75
36,Male,Research & Development,Research Scientist,1.0,0.75,1,35.0,27.0,0.75
59,Female,Sales,Sales Executive,4.0,0.75,0,55.0,44.25,3.0
29,Male,Research & Development,Research Scientist,5.0,0.5,0,24.0,14.5,2.5
31,Male,Research & Development,Research Scientist,1.0,0.5,0,30.0,15.5,0.5
32,Male,Research & Development,Research Scientist,10.0,0.5,0,22.0,16.0,5.0
36,Female,Research & Development,Laboratory Technician,1.0,1.0,0,35.0,36.0,1.0
31,Female,Research & Development,Manufacturing Director,11.0,1.0,0,20.0,31.0,11.0
35,Male,Sales,Sales Executive,15.0,0.25,0,20.0,8.75,3.75
45,Male,Research & Development,Research Director,0.0,0.25,0,45.0,11.25,0.0
37,Male,Research & Development,Research Director,5.0,0.75,0,32.0,27.75,3.75
46,Male,Human Resources,Human Resources,4.0,0.5,0,42.0,23.0,2.0
30,Male,Research & Development,Laboratory Technician,10.0,1.0,0,20.0,30.0,10.0
35,Male,Research & Development,Research Scientist,6.0,0.75,0,29.0,26.25,4.5
55,Male,Sales,Sales Executive,1.0,1.0,0,54.0,55.0,1.0
38,Female,Research & Development,Research Scientist,13.0,1.0,0,25.0,38.0,13.0
34,Male,Research & Development,Manufacturing Director,5.0,0.5,0,29.0,17.0,2.5
56,Male,Research & Development,Manufacturing Director,6.0,1.0,0,50.0,56.0,6.0
23,Male,Sales,Sales Representative,0.0,0.25,0,23.0,5.75,0.0
51,Male,Research & Development,Laboratory Technician,4.0,1.0,0,47.0,51.0,4.0
30,Male,Research & Development,Healthcare Representative,11.0,1.0,0,19.0,30.0,11.0
46,Male,Sales,Sales Executive,9.0,1.0,1,37.0,46.0,9.0
40,Male,Research & Development,Healthcare Representative,21.5,0.5,0,18.5,20.0,10.75
51,Male,Sales,Sales Executive,10.0,1.0,0,41.0,51.0,10.0
30,Female,Sales,Sales Executive,11.0,0.5,0,19.0,15.0,5.5
46,Male,Research & Development,Healthcare Representative,10.0,0.25,0,36.0,11.5,2.5
32,Male,Sales,Sales Executive,11.0,0.75,0,21.0,24.0,8.25
54,Female,Research & Development,Research Director,4.0,0.75,0,50.0,40.5,3.0
24,Female,Sales,Sales Executive,3.0,0.75,0,21.0,18.0,2.25
28,Male,Sales,Sales Executive,5.0,0.75,0,23.0,21.0,3.75
58,Male,Sales,Sales Executive,21.5,0.75,0,36.5,43.5,16.125
44,Male,Research & Development,Laboratory Technician,3.0,0.5,0,41.0,22.0,1.5
37,Male,Human Resources,Human Resources,3.0,0.25,1,34.0,9.25,0.75
32,Male,Research & Development,Research Scientist,1.0,0.25,0,31.0,8.0,0.25
20,Female,Research & Development,Laboratory Technician,1.0,1.0,1,19.0,20.0,1.0
34,Female,Research & Development,Research Scientist,16.0,0.75,0,18.0,25.5,12.0
37,Male,Research & Development,Healthcare Representative,1.0,1.0,0,36.0,37.0,1.0
59,Female,Human Resources,Manager,3.0,1.0,0,56.0,59.0,3.0
50,Female,Research & Development,Research Director,8.0,0.5,0,42.0,25.0,4.0
25,Male,Sales,Sales Executive,6.0,0.75,1,19.0,18.75,4.5
25,Male,Research & Development,Research Scientist,2.0,1.0,0,23.0,25.0,2.0
22,Female,Research & Development,Laboratory Technician,0.0,1.0,0,22.0,22.0,0.0
51,Female,Research & Development,Healthcare Representative,13.0,0.25,0,38.0,12.75,3.25
34,Male,Research & Development,Laboratory Technician,9.0,0.75,1,25.0,25.5,6.75
54,Female,Human Resources,Manager,5.0,1.0,0,49.0,54.0,5.0
24,Male,Research & Development,Laboratory Technician,5.0,0.75,0,19.0,18.0,3.75
34,Female,Research & Development,Research Scientist,1.0,0.5,0,33.0,17.0,0.5
37,Male,Sales,Sales Executive,5.0,1.0,0,32.0,37.0,5.0
34,Female,Research & Development,Manager,11.0,0.25,0,23.0,8.5,2.75
36,Female,Sales,Sales Executive,9.0,1.0,0,27.0,36.0,9.0
43,Male,Sales,Manager,21.5,1.0,0,21.5,43.0,21.5
30,Male,Research & Development,Research Scientist,10.0,0.75,0,20.0,22.5,7.5
33,Male,Sales,Sales Executive,7.0,0.5,0,26.0,16.5,3.5
56,Female,Research & Development,Research Scientist,5.0,0.5,1,51.0,28.0,2.5
51,Male,Research & Development,Research Director,20.0,0.75,0,31.0,38.25,15.0
31,Male,Sales,Sales Executive,7.0,0.75,1,24.0,23.25,5.25
26,Female,Research & Development,Research Scientist,5.0,0.5,0,21.0,13.0,2.5
58,Female,Research & Development,Healthcare Representative,21.5,1.0,1,36.5,58.0,21.5
19,Male,Sales,Sales Representative,0.0,0.75,1,19.0,14.25,0.0
22,Male,Research & Development,Laboratory Technician,2.0,1.0,0,20.0,22.0,2.0
49,Female,Research & Development,Manufacturing Director,15.0,0.25,0,34.0,12.25,3.75
43,Female,Research & Development,Research Scientist,3.0,0.75,0,40.0,32.25,2.25
50,Female,Sales,Sales Executive,2.0,1.0,0,48.0,50.0,2.0
31,Female,Sales,Sales Executive,2.0,0.75,1,29.0,23.25,1.5
41,Male,Sales,Sales Executive,9.0,0.75,0,32.0,30.75,6.75
26,Female,Human Resources,Human Resources,8.0,0.75,0,18.0,19.5,6.0
36,Male,Research & Development,Manufacturing Director,3.0,0.5,0,33.0,18.0,1.5
51,Male,Research & Development,Manufacturing Director,4.0,1.0,1,47.0,51.0,4.0
39,Female,Sales,Sales Executive,15.0,0.75,0,24.0,29.25,11.25
25,Male,Sales,Sales Executive,2.0,0.75,0,23.0,18.75,1.5
30,Male,Human Resources,Human Resources,11.0,1.0,0,19.0,30.0,11.0
32,Female,Research & Development,Laboratory Technician,5.0,0.25,1,27.0,8.0,1.25
45,Male,Research & Development,Research Scientist,6.0,1.0,0,39.0,45.0,6.0
38,Female,Research & Development,Research Scientist,3.0,0.75,0,35.0,28.5,2.25
30,Female,Research & Development,Research Scientist,5.0,0.75,0,25.0,22.5,3.75
32,Male,Sales,Sales Executive,8.0,1.0,0,24.0,32.0,8.0
30,Female,Research & Development,Research Scientist,3.0,0.25,0,27.0,7.5,0.75
30,Male,Research & Development,Laboratory Technician,5.0,1.0,0,25.0,30.0,5.0
41,Male,Research & Development,Manager,7.0,0.25,0,34.0,10.25,1.75
41,Male,Research & Development,Laboratory Technician,5.0,0.25,0,36.0,10.25,1.25
19,Female,Research & Development,Laboratory Technician,1.0,0.5,0,18.0,9.5,0.5
40,Female,Research & Development,Research Scientist,20.0,0.5,0,20.0,20.0,10.0
35,Male,Sales,Sales Executive,10.0,0.5,0,25.0,17.5,5.0
53,Male,Sales,Sales Representative,7.0,0.75,0,46.0,39.75,5.25
45,Male,Research & Development,Laboratory Technician,17.0,0.5,0,28.0,22.5,8.5
32,Female,Sales,Sales Executive,9.0,1.0,0,23.0,32.0,9.0
29,Male,Research & Development,Manufacturing Director,10.0,0.75,0,19.0,21.75,7.5
51,Male,Research & Development,Manufacturing Director,1.0,0.75,0,50.0,38.25,0.75
58,Female,Research & Development,Research Scientist,1.0,0.5,0,57.0,29.0,0.5
40,Male,Sales,Sales Executive,12.0,1.0,0,28.0,40.0,12.0
34,Female,Sales,Sales Representative,4.0,0.75,0,30.0,25.5,3.0
22,Male,Research & Development,Research Scientist,2.0,1.0,0,20.0,22.0,2.0
27,Male,Research & Development,Research Scientist,2.0,0.5,0,25.0,13.5,1.0
28,Male,Research & Development,Research Scientist,5.0,1.0,0,23.0,28.0,5.0
57,Male,Research & Development,Healthcare Representative,5.0,1.0,0,52.0,57.0,5.0
27,Male,Research & Development,Research Scientist,1.0,0.75,0,26.0,20.25,0.75
50,Female,Research & Development,Manager,5.0,0.5,0,45.0,25.0,2.5
41,Male,Research & Development,Research Scientist,9.0,0.75,0,32.0,30.75,6.75
30,Female,Sales,Sales Executive,10.0,1.0,0,20.0,30.0,10.0
38,Female,Sales,Sales Executive,8.0,1.0,0,30.0,38.0,8.0
32,Male,Research & Development,Research Scientist,5.0,0.75,0,27.0,24.0,3.75
27,Male,Research & Development,Research Scientist,5.0,0.5,0,22.0,13.5,2.5
19,Female,Sales,Sales Representative,0.0,0.25,1,19.0,4.75,0.0
36,Male,Research & Development,Laboratory Technician,8.0,0.5,0,28.0,18.0,4.0
30,Male,Research & Development,Laboratory Technician,12.0,0.25,0,18.0,7.5,3.0
45,Female,Sales,Sales Executive,5.0,0.25,0,40.0,11.25,1.25
56,Female,Research & Development,Research Scientist,2.0,0.25,0,54.0,14.0,0.5
33,Male,Research & Development,Research Scientist,3.0,1.0,0,30.0,33.0,3.0
19,Male,Research & Development,Laboratory Technician,1.0,1.0,1,18.0,19.0,1.0
46,Female,Sales,Sales Executive,21.5,0.25,0,24.5,11.5,5.375
38,Female,Research & Development,Laboratory Technician,2.0,1.0,0,36.0,38.0,2.0
31,Female,Research & Development,Research Scientist,4.0,1.0,0,27.0,31.0,4.0
34,Female,Research & Development,Research Scientist,3.0,0.5,0,31.0,17.0,1.5
41,Female,Sales,Sales Representative,4.0,0.5,1,37.0,20.5,2.0
50,Male,Research & Development,Laboratory Technician,3.0,0.75,0,47.0,37.5,2.25
53,Female,Research & Development,Manufacturing Director,4.0,0.25,0,49.0,13.25,1.0
33,Female,Research & Development,Research Scientist,8.0,0.5,0,25.0,16.5,4.0
40,Female,Research & Development,Manager,20.0,0.75,0,20.0,30.0,15.0
55,Male,Research & Development,Research Director,21.5,0.5,0,33.5,27.5,10.75
34,Male,Research & Development,Manufacturing Director,10.0,0.75,0,24.0,25.5,7.5
51,Female,Research & Development,Healthcare Representative,7.0,0.5,0,44.0,25.5,3.5
52,Male,Research & Development,Manager,21.5,0.75,0,30.5,39.0,16.125
27,Female,Research & Development,Research Scientist,7.0,0.5,0,20.0,13.5,3.5
35,Male,Research & Development,Manufacturing Director,1.0,0.75,1,34.0,26.25,0.75
43,Male,Research & Development,Research Scientist,5.0,1.0,0,38.0,43.0,5.0
45,Male,Research & Development,Manager,20.0,1.0,0,25.0,45.0,20.0
37,Male,Research & Development,Research Scientist,8.0,0.25,0,29.0,9.25,2.0
35,Female,Research & Development,Laboratory Technician,6.0,0.5,0,29.0,17.5,3.0
42,Female,Research & Development,Manufacturing Director,5.0,0.75,0,37.0,31.5,3.75
38,Male,Research & Development,Manufacturing Director,1.0,0.75,0,37.0,28.5,0.75
38,Male,Research & Development,Manufacturing Director,7.0,1.0,0,31.0,38.0,7.0
27,Male,Research & Development,Manufacturing Director,2.0,0.25,0,25.0,6.75,0.5
49,Male,Research & Development,Manufacturing Director,7.0,1.0,0,42.0,49.0,7.0
34,Male,Research & Development,Research Scientist,5.0,0.75,0,29.0,25.5,3.75
40,Male,Research & Development,Laboratory Technician,7.0,1.0,0,33.0,40.0,7.0
38,Male,Research & Development,Healthcare Representative,1.0,0.25,1,37.0,9.5,0.25
29,Female,Sales,Sales Executive,10.0,1.0,1,19.0,29.0,10.0
22,Male,Research & Development,Research Scientist,4.0,0.5,0,18.0,11.0,2.0
36,Female,Research & Development,Laboratory Technician,8.0,1.0,0,28.0,36.0,8.0
40,Male,Research & Development,Healthcare Representative,3.0,1.0,0,37.0,40.0,3.0
46,Male,Research & Development,Healthcare Representative,4.0,0.25,0,42.0,11.5,1.0
32,Male,Sales,Sales Executive,14.0,1.0,1,18.0,32.0,14.0
30,Male,Research & Development,Manufacturing Director,11.0,0.75,0,19.0,22.5,8.25
27,Female,Sales,Sales Executive,7.0,0.75,0,20.0,20.25,5.25
51,Male,Research & Development,Research Director,10.0,0.5,0,41.0,25.5,5.0
30,Female,Research & Development,Research Scientist,5.0,0.25,1,25.0,7.5,1.25
41,Female,Sales,Manager,1.0,1.0,0,40.0,41.0,1.0
30,Female,Sales,Sales Executive,6.0,0.25,1,24.0,7.5,1.5
29,Male,Research & Development,Research Scientist,6.0,0.75,1,23.0,21.75,4.5
45,Female,Sales,Sales Executive,19.0,1.0,0,26.0,45.0,19.0
54,Female,Sales,Sales Executive,6.0,0.25,0,48.0,13.5,1.5
36,Male,Research & Development,Laboratory Technician,13.0,0.5,0,23.0,18.0,6.5
33,Female,Research & Development,Research Scientist,3.0,0.5,0,30.0,16.5,1.5
37,Male,Research & Development,Research Director,10.0,1.0,0,27.0,37.0,10.0
38,Male,Sales,Sales Executive,16.0,0.75,0,22.0,28.5,12.0
31,Male,Research & Development,Manufacturing Director,5.0,0.75,0,26.0,23.25,3.75
59,Male,Research & Development,Research Scientist,1.0,1.0,0,58.0,59.0,1.0
37,Male,Sales,Sales Representative,9.0,1.0,0,28.0,37.0,9.0
29,Female,Sales,Sales Executive,11.0,1.0,0,18.0,29.0,11.0
35,Female,Sales,Sales Executive,10.0,0.75,0,25.0,26.25,7.5
29,Male,Research & Development,Research Scientist,4.0,1.0,1,25.0,29.0,4.0
52,Female,Research & Development,Laboratory Technician,2.0,1.0,0,50.0,52.0,2.0
42,Male,Research & Development,Manager,21.5,1.0,0,20.5,42.0,21.5
59,Male,Human Resources,Human Resources,2.0,0.75,0,57.0,44.25,1.5
50,Female,Sales,Manager,7.0,1.0,0,43.0,50.0,7.0
33,Male,Research & Development,Laboratory Technician,5.0,1.0,1,28.0,33.0,5.0
43,Female,Sales,Manager,17.0,1.0,0,26.0,43.0,17.0
33,Female,Research & Development,Laboratory Technician,9.0,0.25,1,24.0,8.25,2.25
52,Male,Sales,Manager,21.5,0.75,0,30.5,39.0,16.125
32,Female,Sales,Sales Representative,4.0,0.5,0,28.0,16.0,2.0
32,Male,Research & Development,Laboratory Technician,3.0,0.75,1,29.0,24.0,2.25
39,Female,Research & Development,Laboratory Technician,3.0,0.75,0,36.0,29.25,2.25
32,Male,Sales,Sales Executive,3.0,1.0,0,29.0,32.0,3.0
41,Male,Research & Development,Research Scientist,1.0,0.25,0,40.0,10.25,0.25
40,Male,Research & Development,Research Scientist,9.0,1.0,0,31.0,40.0,9.0
45,Male,Research & Development,Manager,21.5,1.0,0,23.5,45.0,21.5
31,Male,Research & Development,Research Director,2.0,0.75,0,29.0,23.25,1.5
33,Female,Research & Development,Research Scientist,2.0,1.0,0,31.0,33.0,2.0
34,Male,Research & Development,Manufacturing Director,11.0,0.25,0,23.0,8.5,2.75
37,Female,Research & Development,Research Scientist,3.0,0.25,0,34.0,9.25,0.75
45,Male,Research & Development,Manufacturing Director,3.0,0.75,0,42.0,33.75,2.25
37,Male,Research & Development,Manufacturing Director,1.0,0.75,1,36.0,27.75,0.75
39,Female,Research & Development,Healthcare Representative,19.0,0.75,0,20.0,29.25,14.25
29,Male,Research & Development,Research Scientist,6.0,1.0,0,23.0,29.0,6.0
42,Female,Research & Development,Research Scientist,3.0,0.25,0,39.0,10.5,0.75
29,Male,Sales,Sales Executive,3.0,1.0,0,26.0,29.0,3.0
25,Female,Research & Development,Manufacturing Director,4.0,0.75,0,21.0,18.75,3.0
42,Female,Research & Development,Laboratory Technician,9.0,0.25,0,33.0,10.5,2.25
40,Male,Research & Development,Research Director,21.0,0.75,0,19.0,30.0,15.75
51,Male,Research & Development,Research Scientist,1.0,1.0,0,50.0,51.0,1.0
31,Male,Research & Development,Laboratory Technician,5.0,0.5,1,26.0,15.5,2.5
32,Male,Research & Development,Laboratory Technician,5.0,0.5,0,27.0,16.0,2.5
38,Male,Sales,Sales Executive,8.0,1.0,0,30.0,38.0,8.0
32,Male,Research & Development,Laboratory Technician,6.0,0.25,0,26.0,8.0,1.5
46,Female,Sales,Manager,7.0,0.5,0,39.0,23.0,3.5
28,Male,Research & Development,Laboratory Technician,0.0,0.75,1,28.0,21.0,0.0
29,Male,Sales,Sales Executive,0.0,0.5,0,29.0,14.5,0.0
31,Male,Research & Development,Healthcare Representative,9.0,1.0,0,22.0,31.0,9.0
25,Male,Research & Development,Healthcare Representative,6.0,0.25,0,19.0,6.25,1.5
45,Male,Research & Development,Healthcare Representative,20.0,1.0,0,25.0,45.0,20.0
36,Male,Research & Development,Laboratory Technician,15.0,1.0,0,21.0,36.0,15.0
55,Male,Research & Development,Manager,21.5,0.25,0,33.5,13.75,5.375
47,Male,Research & Development,Manager,10.0,0.5,1,37.0,23.5,5.0
21,Male,Research & Development,Research Scientist,3.0,0.75,0,18.0,15.75,2.25
37,Female,Research & Development,Research Director,5.0,1.0,0,32.0,37.0,5.0
